"ENSEMBL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name","gene_biotype"
"ENSG00000000003",15.0593189020188,1.12191666643165,0.204637182095216,5.48246733533318,4.19434462464019e-08,7.5016517729591e-07,"TSPAN6","protein_coding"
"ENSG00000000419",1497.20901421695,0.596110653790662,0.162032224960323,3.67896357614439,0.000234183707474637,0.00150836714953958,"DPM1","protein_coding"
"ENSG00000000457",545.042922611771,0.874482989983859,0.157376874180236,5.55661684436786,2.7505362129377e-08,5.14923666349364e-07,"SCYL3","protein_coding"
"ENSG00000000460",201.354980651897,0.453697308711636,0.168227274590315,2.69693074334425,0.0069981823413089,0.0259372069586921,"FIRRM","protein_coding"
"ENSG00000000971",32.5618803735615,0.892586796881543,0.219518971453212,4.06610322093181,4.7805768444476e-05,0.000381445277850502,"CFH","protein_coding"
"ENSG00000001084",710.136378677923,0.515490324080187,0.186983457916039,2.75687662334096,0.00583563655823948,0.0223823543561277,"GCLC","protein_coding"
"ENSG00000001460",76.8175350822795,1.16035041729497,0.156436651428175,7.41738209493526,1.1945794910899e-13,6.75492193049715e-12,"STPG1","protein_coding"
"ENSG00000001461",1073.13980196437,0.843548768503122,0.186661891617953,4.51912686189659,6.209518099207e-06,6.3658452468589e-05,"NIPAL3","protein_coding"
"ENSG00000001561",868.639841634653,1.26592208380908,0.209903048402284,6.03098474960166,1.62963567751258e-09,4.01431590408605e-08,"ENPP4","protein_coding"
"ENSG00000001630",41.5955491572966,1.15385848299177,0.198137716814781,5.82351760957453,5.76217398529458e-09,1.26516828997028e-07,"CYP51A1","protein_coding"
"ENSG00000001631",439.127139429138,0.571276630047609,0.200131543787856,2.85450568778491,0.00431038598673578,0.017456411568053,"KRIT1","protein_coding"
"ENSG00000002016",291.976209699665,0.513486463372992,0.160184032284274,3.20560330546383,0.0013477965701765,0.00664360250474908,"RAD52","protein_coding"
"ENSG00000002330",101.378059572851,1.18931265947469,0.189375523544192,6.2801814997869,3.38178000314922e-10,9.77359440244302e-09,"BAD","protein_coding"
"ENSG00000002586",4398.44651658816,0.700605817500526,0.153822407457652,4.55464082951249,5.24751600959792e-06,5.49325162978834e-05,"CD99","protein_coding"
"ENSG00000002587",34.521807640185,1.11076924073049,0.269096370091863,4.12777489473862,3.6629042173985e-05,0.000303099666370679,"HS3ST1","protein_coding"
"ENSG00000002745",29.9705420006968,0.802384268410814,0.240829145201864,3.33175732421528,0.000862994747350643,0.00458045796779394,"WNT16","protein_coding"
"ENSG00000003056",2953.94594397353,0.483457280007693,0.181994838502463,2.65643401750182,0.00789719035087653,0.0285910250291967,"M6PR","protein_coding"
"ENSG00000003096",16.387432745477,1.01868890667207,0.190664504058582,5.34283458634272,9.15042583918263e-08,1.51463457649493e-06,"KLHL13","protein_coding"
"ENSG00000003137",12.1728649414258,-1.55623773452402,0.349492993731379,-4.45284386936853,8.47403745018742e-06,8.36817892463525e-05,"CYP26B1","protein_coding"
"ENSG00000003393",717.728991259312,0.54437306071413,0.181596190142757,2.99771190291044,0.0027201468112617,0.0119382381866412,"ALS2","protein_coding"
"ENSG00000003436",29.7097528058398,0.601162127186043,0.190804371722086,3.15067271132371,0.00162894914779683,0.00778868310906487,"TFPI","protein_coding"
"ENSG00000003509",500.377055400191,0.70960651634859,0.150252320059687,4.72276578535827,2.32658735353014e-06,2.68364752390335e-05,"NDUFAF7","protein_coding"
"ENSG00000003756",4493.89371573556,0.388035914676075,0.144203833398095,2.69088487824625,0.00712627813766382,0.0263204018483507,"RBM5","protein_coding"
"ENSG00000003987",111.688905584642,0.519326241561878,0.213545881934102,2.43191878418961,0.0150190745946192,0.0481534394666504,"MTMR7","protein_coding"
"ENSG00000004142",1173.66886345897,0.527071724758391,0.153520979666346,3.43322278104204,0.000596451793557601,0.00334368222035394,"POLDIP2","protein_coding"
