"ENSEMBL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name","gene_biotype"
"ENSG00000000003",15.0593189020188,1.0900687639753,0.197732808823142,5.51283709801687,3.53095022015925e-08,6.72448943820672e-07,"TSPAN6","protein_coding"
"ENSG00000000457",545.042922611771,0.645248907026375,0.152715384290444,4.22517292559864,2.38757366447289e-05,0.000262128049655979,"SCYL3","protein_coding"
"ENSG00000000971",32.5618803735615,0.560803770723917,0.212467517946672,2.63948003037657,0.00830333150032462,0.0425769907030083,"CFH","protein_coding"
"ENSG00000001460",76.8175350822795,1.13226773408263,0.1516590903536,7.46587449155006,8.27481921230766e-14,3.97659099495167e-12,"STPG1","protein_coding"
"ENSG00000001461",1073.13980196437,0.707929293252164,0.181165942856976,3.90762900624786,9.32062773841514e-05,0.000889763545537845,"NIPAL3","protein_coding"
"ENSG00000001561",868.639841634653,0.949751748985129,0.203713324445283,4.66219748546801,3.12850760099646e-06,4.13217775983743e-05,"ENPP4","protein_coding"
"ENSG00000001630",41.5955491572966,1.30867561133869,0.191945729513068,6.81794596138486,9.23513651371387e-12,3.21800452964789e-10,"CYP51A1","protein_coding"
"ENSG00000002330",101.378059572851,1.49252463422267,0.183771470954511,8.121634040749,4.59948462211658e-16,3.03590614160749e-14,"BAD","protein_coding"
"ENSG00000002586",4398.44651658816,0.980647315502156,0.149304343247214,6.56810976944206,5.09579721053523e-11,1.57624452485979e-09,"CD99","protein_coding"
"ENSG00000003056",2953.94594397353,0.456016646958075,0.176645121110908,2.58154113790532,0.00983602678392602,0.0488098970016361,"M6PR","protein_coding"
"ENSG00000003096",16.387432745477,1.06475324179815,0.184316005329546,5.77678123988435,7.61431798039326e-09,1.63694857633265e-07,"KLHL13","protein_coding"
"ENSG00000003137",12.1728649414258,-1.63241403175228,0.338086946111854,-4.82838527345036,1.3764459602339e-06,1.94572948725036e-05,"CYP26B1","protein_coding"
"ENSG00000003147",106.019321335185,-0.44971238957271,0.16813742686951,-2.67467153474239,0.0074802498237971,0.0391446824254022,"ICA1","protein_coding"
"ENSG00000003509",500.377055400191,0.523547359140815,0.145800244804675,3.59085377286025,0.000329596523499767,0.0027367945752239,"NDUFAF7","protein_coding"
"ENSG00000004059",1649.33842409511,0.503567845020312,0.154513015324785,3.25906425398414,0.00111780348330545,0.00788307733927355,"ARF5","protein_coding"
"ENSG00000004142",1173.66886345897,0.604183807228141,0.149005209665949,4.05478310847417,5.01808416885092e-05,0.000511307414815795,"POLDIP2","protein_coding"
"ENSG00000004478",567.632011517487,0.743333338536643,0.150503026532388,4.9389926280099,7.85271807715095e-07,1.16552112435883e-05,"FKBP4","protein_coding"
"ENSG00000004700",1252.65473812831,0.865075331164119,0.179989075941113,4.80626575052334,1.53775466186976e-06,2.15215814243969e-05,"RECQL","protein_coding"
"ENSG00000004766",666.109803260615,0.608932749315674,0.153780823455405,3.95974436625551,7.50300349791596e-05,0.000733431979516742,"VPS50","protein_coding"
