"ENSEMBL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name","gene_biotype"
"ENSG00000001084",952.548723010774,0.263336666914602,0.10664142728159,2.4693655517124,0.0135352870814228,0.0416615184958891,"GCLC","protein_coding"
"ENSG00000001460",110.626846351538,0.508222531305093,0.166877239099605,3.04548741366548,0.00232303501273242,0.00988839371190193,"STPG1","protein_coding"
"ENSG00000001461",1498.67312381901,0.250608420643817,0.098391612562009,2.54705064911784,0.010863766418587,0.0348336259728312,"NIPAL3","protein_coding"
"ENSG00000001629",2058.35310904381,0.364456906164347,0.114606471164544,3.18007266484181,0.00147238126124356,0.00678148791264489,"ANKIB1","protein_coding"
"ENSG00000001631",675.023093293682,0.739352613853554,0.162906030076129,4.5385220762426,5.66498659499905e-06,7.08760420131766e-05,"KRIT1","protein_coding"
"ENSG00000002016",437.554784794782,0.759797831353483,0.133552732128393,5.68912233576051,1.27693966567739e-08,4.57851833785826e-07,"RAD52","protein_coding"
"ENSG00000002079",8.03397053055543,1.36710170246085,0.497572280140814,2.74754393889056,0.00600434630550216,0.0214895141837301,NA,NA
"ENSG00000002586",4819.52595266298,-0.644264022117736,0.12089519916248,-5.32911171478251,9.86942781892495e-08,2.51700983818209e-06,"CD99","protein_coding"
"ENSG00000003147",100.492718958289,0.574381226651345,0.212036110883619,2.7088839927205,0.00675099401483716,0.0236860224717633,"ICA1","protein_coding"
"ENSG00000003393",996.322811346253,0.299831935882393,0.118174328934736,2.53720024124682,0.011174301843049,0.0356555513537662,"ALS2","protein_coding"
"ENSG00000003402",20175.7305526461,0.306260602225723,0.125101325909917,2.44810036982545,0.0143611643546139,0.0437385810453552,"CFLAR","protein_coding"
"ENSG00000003987",174.395075236616,0.796412184691417,0.156833031278607,5.07808959757096,3.8124890779347e-07,7.74578852053051e-06,"MTMR7","protein_coding"
"ENSG00000004059",1521.02937842849,-0.712012789575109,0.127906297100841,-5.56667502471562,2.59645973687796e-08,8.21487130587015e-07,"ARF5","protein_coding"
"ENSG00000004142",1360.73589320105,-0.422856841588511,0.0814704620179147,-5.19030862370129,2.09945806038989e-07,4.70685689987848e-06,"POLDIP2","protein_coding"
"ENSG00000004660",606.242285665508,-0.524772557105954,0.194724480456638,-2.69494906791039,0.00703993911282731,0.0245096822940199,"CAMKK1","protein_coding"
"ENSG00000004700",1656.29797993635,0.441381398650736,0.121568080726525,3.6307342849613,0.000282616029498108,0.00175805365062734,"RECQL","protein_coding"
"ENSG00000004766",980.54823084283,0.478425064549692,0.135273647511954,3.53672036903873,0.000405128360607748,0.00236169006930125,"VPS50","protein_coding"
"ENSG00000004777",226.359198883168,-0.613861352909059,0.192105389755103,-3.19544055318601,0.00139617541813159,0.00649518225148424,"ARHGAP33","protein_coding"
"ENSG00000004779",588.022276449112,-0.324242869429778,0.102913646516084,-3.15063045967478,0.00162918478765185,0.00738088652714098,"NDUFAB1","protein_coding"
"ENSG00000004897",1774.25916478697,0.378895760382033,0.104475288050869,3.62665437397548,0.000287117194568919,0.00178067168341809,"CDC27","protein_coding"
"ENSG00000004961",377.686388375808,-0.3928966695586,0.114995856702389,-3.41661587491298,0.000634046740904811,0.00339560655075772,"HCCS","protein_coding"
"ENSG00000004975",784.676318894638,-0.29211102790777,0.105469260548108,-2.76963189454173,0.00561196773900515,0.0203166065147696,"DVL2","protein_coding"
"ENSG00000005020",3990.37218573844,0.837003114352097,0.186698037412892,4.48319182113855,7.35347719028158e-06,8.69781115248191e-05,"SKAP2","protein_coding"
"ENSG00000005022",2998.13318060491,-0.804746809213519,0.117073639717136,-6.87385145928568,6.24912795174544e-12,6.6986094986913e-10,"SLC25A5","protein_coding"
"ENSG00000005059",2521.97051755936,-0.337379733178118,0.0974198399397524,-3.46315220171543,0.000533886306089896,0.00295612431144368,"MCUB","protein_coding"
"ENSG00000005075",829.964208584529,-1.18678228493862,0.148212739849175,-8.00728929339218,1.17264419442467e-15,3.44185677381866e-13,"POLR2J","protein_coding"
"ENSG00000005100",545.926496953511,0.250674514037868,0.102499672679367,2.44561282475517,0.0144606196168113,0.0439833438760257,"DHX33","protein_coding"
"ENSG00000005156",1312.47416721978,0.560425728455187,0.0916015241939253,6.11808300557026,9.47077346083282e-10,4.99149778738541e-08,"LIG3","protein_coding"
"ENSG00000005175",1306.52238882232,0.479117379414047,0.124577226125319,3.84594676182691,0.000120087837397151,0.000873331371544439,"RPAP3","protein_coding"
"ENSG00000005187",174.459496425789,1.03915804802023,0.211021434098878,4.92441941956152,8.46111853717054e-07,1.48037017464293e-05,"ACSM3","protein_coding"
"ENSG00000005194",954.900660748581,-0.470859786914008,0.0853600925253051,-5.51615834734975,3.46490092505178e-08,1.05802857475505e-06,"CIAPIN1","protein_coding"
"ENSG00000005206",1107.50731745037,-0.482845803259882,0.139075233554261,-3.47183169080566,0.000516920311962044,0.00288000458594771,"SPPL2B","protein_coding"
"ENSG00000005238",2363.69850012623,-0.597227132888477,0.183342417520988,-3.25744113644683,0.00112421572145108,0.00545245287220095,"ATOSB","protein_coding"
"ENSG00000005243",66.1088230750357,-1.08945856284642,0.234163030004311,-4.65256433872742,3.278324018925e-06,4.50824708183731e-05,"COPZ2","protein_coding"
"ENSG00000005381",372.680600035073,2.23751409281964,0.352478739000716,6.34794058547485,2.18216321592265e-10,1.40566826750874e-08,"MPO","protein_coding"
"ENSG00000005421",4.33885167940802,1.95588838754342,0.67182362628495,2.91131230135369,0.00359914079319861,0.0141052873778579,"PON1","protein_coding"
"ENSG00000005448",462.056939887392,-0.617900410286948,0.132513240400361,-4.66293336741364,3.1173371060518e-06,4.32330963474745e-05,"WDR54","protein_coding"
"ENSG00000005483",9612.86363545569,0.392896980068108,0.118422015080616,3.31776975590765,0.000907392486360261,0.00456212159808978,"KMT2E","protein_coding"
"ENSG00000005486",1476.77480735041,-0.944279024994265,0.151972478265906,-6.21348704560875,5.18215064424712e-10,2.97861570504204e-08,"RHBDD2","protein_coding"
"ENSG00000005700",1967.00297587055,0.590500570038532,0.145047886303817,4.07107325095156,4.67970297858361e-05,0.000405357605228238,"IBTK","protein_coding"
"ENSG00000005810",9293.41069710418,0.681498632963287,0.13858454555899,4.91756588163865,8.76269705466187e-07,1.52511685481603e-05,"MYCBP2","protein_coding"
"ENSG00000005882",322.190344658849,-0.341420835522447,0.128188636139787,-2.66342513504968,0.00773496214137262,0.0264936526835487,"PDK2","protein_coding"
"ENSG00000005889",3096.16360645606,0.464159890498023,0.139813059221047,3.31986077040326,0.000900623524519745,0.00453529061858108,"ZFX","protein_coding"
"ENSG00000005893",7308.50754318163,0.583105204985784,0.147516691810165,3.95280830820262,7.7239312785801e-05,0.000608366741846372,"LAMP2","protein_coding"
"ENSG00000006015",1014.67303011428,-1.1328424069933,0.147381846138802,-7.68644467871847,1.51280054871798e-14,3.2947035019222e-12,"REX1BD","protein_coding"
"ENSG00000006025",1510.38003156555,-0.407720511491418,0.149196632461502,-2.73277288344041,0.00628036223713143,0.0223057237324871,"OSBPL7","protein_coding"
"ENSG00000006118",107.93630126127,0.847741279111285,0.305642906454364,2.77363309014948,0.00554341603485164,0.0201144297273064,"TMEM132A","protein_coding"
"ENSG00000006125",5308.73538315214,0.27280689704821,0.0901938857796867,3.02467173567159,0.00248903116545183,0.0104501734835096,"AP2B1","protein_coding"
"ENSG00000006194",485.416469945879,-0.411439326928332,0.0925385907413409,-4.44613780728914,8.7427875561667e-06,0.000100438353722281,"ZNF263","protein_coding"
"ENSG00000006282",696.849296370642,-0.715469448509716,0.207451411509133,-3.44885312326842,0.00056297283223795,0.00308316760518607,"SPATA20","protein_coding"
"ENSG00000006451",1031.3226560526,0.323156410571555,0.109711032397746,2.94552337635457,0.00322408784313994,0.0129208357316061,"RALA","protein_coding"
"ENSG00000006625",95.0960165810808,-0.383488057729883,0.148688492778214,-2.57913743400371,0.00990473719372482,0.0323780122370158,"GGCT","protein_coding"
"ENSG00000006652",1299.6390190283,1.14691254627567,0.218099903699296,5.25865682112804,1.45111406324981e-07,3.45664103422967e-06,"IFRD1","protein_coding"
"ENSG00000006712",1540.69368452966,-0.593769718136263,0.131288659811192,-4.52262761300307,6.10766402127499e-06,7.51580467694234e-05,"PAF1","protein_coding"
